1.82965	0.28
1.83239	0.276
1.83239	0.285
1.83649	0.262
1.83786	0.254
1.83786	0.245
1.8406	0.239
1.84197	0.232
1.84334	0.227
1.87484	0.21
1.87484	0.202
1.87621	0.198
1.87621	0.198
1.87758	0.215
1.88305	0.224
1.88853	0.232
1.89127	0.247
1.89127	0.241
1.89538	0.253
1.89812	0.26
1.90086	0.263
1.90907	0.266
1.91181	0.234
1.91181	0.26
1.91455	0.241
1.91455	0.247
1.91455	0.252
1.91455	0.237
1.91729	0.241
1.92003	0.247
1.92277	0.241
1.92277	0.243
1.92277	0.25
1.92551	0.245
1.92687	0.241
1.93098	0.25
1.93098	0.251
1.93372	0.236
1.93372	0.243
1.93509	0.231
1.94468	0.234
1.95015	0.237
1.95426	0.235
1.957	0.231
1.95837	0.225
1.95837	0.224
1.95974	0.22
1.96248	0.218
1.96522	0.219
1.97069	0.222
1.97754	0.227
1.98165	0.229
1.9885	0.229
1.99534	0.23
1.99671	0.232
2.00082	0.229
2.00493	0.225
2.0063	0.218
2.0063	0.216
2.01178	0.22
2.01725	0.222
2.01862	0.218
2.02136	0.215
2.02547	0.216
2.02684	0.214
2.03232	0.218
2.0378	0.219
2.04464	0.215
2.05012	0.22
2.0556	0.219
2.05971	0.222
2.06518	0.214
2.0734	0.21
2.08435	0.213
2.09805	0.217
2.11448	0.222
2.12133	0.224
2.13228	0.227
2.13913	0.234
2.14872	0.24
2.15556	0.245
2.1583	0.241
2.17473	0.246
2.18432	0.25
2.19391	0.248
2.19664	0.245
2.20075	0.249
2.20623	0.25
2.21034	0.248
2.22129	0.252
2.22951	0.248
2.23499	0.243
2.2432	0.234
2.24731	0.228
2.25416	0.224
2.25827	0.22
2.26101	0.216
2.26648	0.211
2.27059	0.207
2.27333	0.204
2.27881	0.199
2.28155	0.198
2.29113	0.203
2.29524	0.206
2.29798	0.208
2.3062	0.211
2.31304	0.216
2.31715	0.219
2.32126	0.217
2.32537	0.214
2.33906	0.218
2.34454	0.218
2.35276	0.219
2.36234	0.223
2.36645	0.224
2.37056	0.218
2.37467	0.214
2.38151	0.214
2.38973	0.22
2.39247	0.217
2.39521	0.223
2.39795	0.217
2.40616	0.215
2.41027	0.213
2.41712	0.214
2.41986	0.215
