0.44245	0.033
0.44382	0.036
0.44382	0.035
0.44382	0.034
0.44519	0.047
0.44519	0.048
0.44519	0.047
0.44519	0.046
0.44519	0.043
0.44519	0.039
0.44519	0.041
0.44519	0.038
0.44656	0.045
0.44793	0.043
0.44793	0.038
0.44793	0.04
0.44793	0.041
0.4493	0.031
0.4493	0.034
0.45067	0.031
0.45204	0.032
0.45478	0.034
0.45478	0.034
0.45615	0.02
0.45751	0.023
0.45751	0.021
0.45751	0.024
0.45751	0.028
0.45751	0.031
0.45751	0.03
0.45888	0.015
0.45888	0.027
0.45888	0.018
0.46025	0.03
0.46162	0.032
0.46299	0.038
0.46299	0.035
0.46436	0.04
0.46573	0.046
0.46573	0.042
0.4671	0.053
0.4671	0.052
0.4671	0.051
0.4671	0.048
0.46847	0.048
0.46847	0.052
0.46984	0.045
0.47121	0.041
0.47121	0.043
0.47258	0.036
0.47258	0.036
0.47258	0.038
0.47395	0.05
0.47395	0.039
0.47532	0.046
0.47532	0.044
0.47532	0.041
0.47942	0.044
0.48079	0.041
0.48079	0.041
0.48216	0.054
0.48216	0.052
0.48216	0.053
0.48216	0.05
0.48216	0.044
0.48216	0.047
0.48353	0.049
0.4849	0.047
0.48901	0.044
0.49175	0.042
0.49312	0.054
0.49312	0.052
0.49312	0.045
0.49312	0.048
0.49449	0.049
0.49586	0.053
0.50134	0.051
0.50544	0.051
0.51229	0.052
0.5164	0.053
0.52051	0.056
0.52461	0.058
0.52872	0.059
0.53557	0.062
0.54789	0.065
0.55063	0.064
0.55611	0.059
0.56296	0.06
0.56844	0.062
0.57802	0.065
0.58624	0.069
0.59172	0.071
0.6013	0.071
0.60678	0.072
0.61773	0.077
0.62184	0.079
0.63143	0.082
0.64101	0.084
0.6506	0.087
0.66292	0.092
0.66977	0.096
0.67388	0.097
0.67388	0.098
0.67936	0.096
0.68483	0.098
0.69305	0.098
0.6999	0.098
0.70674	0.098
0.71496	0.101
0.7177	0.105
0.72181	0.109
0.72865	0.108
0.73687	0.11
0.73961	0.113
0.74509	0.11
0.75467	0.111
0.75878	0.116
0.76974	0.119
0.77932	0.122
0.78891	0.124
0.80397	0.124
0.8163	0.125
0.82314	0.129
0.82862	0.134
0.83136	0.137
0.83821	0.139
0.84505	0.138
0.84642	0.136
0.85464	0.141
0.86012	0.145
0.86149	0.145
0.86286	0.14
0.86286	0.148
0.86559	0.142
0.8697	0.146
0.87381	0.148
0.88066	0.15
0.88613	0.15
0.89024	0.148
0.89298	0.158
0.89435	0.152
0.89572	0.155
0.89709	0.148
0.89709	0.148
0.89709	0.151
0.9012	0.151
0.90257	0.152
0.90531	0.15
0.90805	0.146
0.90941	0.147
0.91215	0.148
0.919	0.151
0.92174	0.155
0.92311	0.155
0.92722	0.155
0.92722	0.151
0.92859	0.148
0.92859	0.151
0.92996	0.153
0.9368	0.17
0.9368	0.168
0.9368	0.165
0.9368	0.161
0.9368	0.157
0.93817	0.174
0.93954	0.172
0.93954	0.15
0.94091	0.164
0.94228	0.144
0.94228	0.146
0.94228	0.144
0.94365	0.155
0.94365	0.151
0.94365	0.159
0.94502	0.155
0.94639	0.157
0.94776	0.162
0.94776	0.161
0.9505	0.157
0.9546	0.153
0.95597	0.152
1.14495	0.179
1.14769	0.181
1.15317	0.187
1.15728	0.2
1.15728	0.2
1.15864	0.195
1.16001	0.196
1.16138	0.189
1.16138	0.191
1.16275	0.186
1.16275	0.192
1.16549	0.197
1.16823	0.199
1.17508	0.198
1.18055	0.197
1.18055	0.194
1.18466	0.197
1.19014	0.2
1.19836	0.201
1.20383	0.199
1.21205	0.197
1.21342	0.2
1.21753	0.204
1.22438	0.208
1.23122	0.21
1.2367	0.209
1.23807	0.206
1.24218	0.203
1.24629	0.206
1.25039	0.209
1.25176	0.215
1.25176	0.212
1.25724	0.212
1.25861	0.216
1.25861	0.216
1.25861	0.213
1.26135	0.212
1.26546	0.211
1.26957	0.214
1.27504	0.214
1.27504	0.218
1.27641	0.208
1.27778	0.211
1.27778	0.207
1.28463	0.215
1.29011	0.22
1.29148	0.221
1.29284	0.22
1.29421	0.216
1.29695	0.215
1.30106	0.217
1.30517	0.216
1.30654	0.219
1.30791	0.213
1.31476	0.215
1.31886	0.217
1.32023	0.214
1.32297	0.212
1.33119	0.221
1.33256	0.217
1.33393	0.213
1.33803	0.219
1.34214	0.224
1.34351	0.231
1.34488	0.226
1.34488	0.232
1.34762	0.22
1.34899	0.216
1.35036	0.212
1.35173	0.21
1.3531	0.21
1.3531	0.209
1.35447	0.211
1.35584	0.218
1.35858	0.162
1.35858	0.192
1.35995	0.163
1.35995	0.198
1.35995	0.229
1.35995	0.186
1.36131	0.203
1.36131	0.176
1.36131	0.169
1.36131	0.166
1.36131	0.224
1.36131	0.234
1.36131	0.237
1.36131	0.239
1.36131	0.181
1.36268	0.211
1.36268	0.215
1.36405	0.231
1.36405	0.226
1.36405	0.221
1.44896	0.232
1.44896	0.237
1.44896	0.225
1.45033	0.259
1.45033	0.243
1.45033	0.227
1.45169	0.262
1.45169	0.25
1.45169	0.254
1.45169	0.242
1.45306	0.236
1.45306	0.255
1.45443	0.221
1.45443	0.228
1.45443	0.216
1.45443	0.234
1.45443	0.249
1.4558	0.21
1.4558	0.234
1.4558	0.203
1.4558	0.202
1.4558	0.207
1.4558	0.211
1.45717	0.237
1.45717	0.217
1.45717	0.229
1.45717	0.227
1.45854	0.22
1.45991	0.234
1.46402	0.203
1.46402	0.207
1.46402	0.226
1.46539	0.198
1.46539	0.214
1.46539	0.221
1.46676	0.191
1.46676	0.191
1.46676	0.192
1.46676	0.204
1.46813	0.213
1.46813	0.218
1.46813	0.196
1.4695	0.223
1.47087	0.191
1.47224	0.189
1.47497	0.227
1.48045	0.231
1.48867	0.233
1.49141	0.234
1.49552	0.23
1.49688	0.218
1.49688	0.22
1.49688	0.226
1.49825	0.225
1.49825	0.225
1.50236	0.221
1.50236	0.21
1.50373	0.212
1.50373	0.216
1.50921	0.219
1.51332	0.225
1.51332	0.224
1.51469	0.225
1.52016	0.247
1.52153	0.249
1.5229	0.243
1.5229	0.234
1.5229	0.238
1.52427	0.228
1.52701	0.238
1.53249	0.222
1.53249	0.205
1.53249	0.202
1.53386	0.223
1.53386	0.237
1.53386	0.215
1.53386	0.233
1.53386	0.195
1.53386	0.197
1.53523	0.24
1.53523	0.21
1.53523	0.218
1.5366	0.232
1.53797	0.245
1.54207	0.239
1.54481	0.242
1.54618	0.234
1.54892	0.247
1.54892	0.24
1.55029	0.248
1.55303	0.233
1.55303	0.239
1.55851	0.223
1.55988	0.221
1.55988	0.214
1.55988	0.216
1.56262	0.228
1.56535	0.234
1.5722	0.239
1.57357	0.242
1.57357	0.233
1.57631	0.228
1.57768	0.223
1.57905	0.217
1.58316	0.233
1.58453	0.226
1.58453	0.221
1.5859	0.238
1.58726	0.24
1.59411	0.231
1.59548	0.226
1.59822	0.224
1.60096	0.214
1.60096	0.209
1.6037	0.207
1.60507	0.221
1.60507	0.206
1.61191	0.228
1.61465	0.238
1.61602	0.234
1.61602	0.241
1.61739	0.232
1.6215	0.224
1.62287	0.235
1.62972	0.229
1.63656	0.231
1.63656	0.225
1.63793	0.222
1.64204	0.224
1.64615	0.242
1.64752	0.231
1.65026	0.25
1.65026	0.249
1.6571	0.242
1.66395	0.233
1.66669	0.235
1.66943	0.239
1.6708	0.241
1.68038	0.236
1.68723	0.243
1.68997	0.25
1.68997	0.251
1.69408	0.238
1.69819	0.233
1.70366	0.258
1.70366	0.247
1.70777	0.255
1.71051	0.248
1.71188	0.233
1.71325	0.23
1.71462	0.238
1.71736	0.239
1.72283	0.244
1.72831	0.249
1.73105	0.251
1.73927	0.244
1.74064	0.251
1.74474	0.259
1.74611	0.27
1.74748	0.244
1.74748	0.269
1.75022	0.257
1.75296	0.248
1.75433	0.251
1.75844	0.247
1.76802	0.255
1.76802	0.252
1.76939	0.243
1.76939	0.243
1.77487	0.255
1.78035	0.26
1.78857	0.255
1.79267	0.256
1.79678	0.261
1.80226	0.265
1.81048	0.246
1.81048	0.259
1.81321	0.241
1.81595	0.236
1.82006	0.248
1.82417	0.266
1.82554	0.257
1.82828	0.274
